Port,Country,Latitude,Longitude,Temperature (°C),Weather,Wind (m/s),Safety Status,Updated_At
Combaillaux,France,43.6833,3.7667,29.7,Clear sky,2.26,✅ Safe,2025-08-23 20:17:54
Compiegne,France,49.4167,2.8167,22.31,Overcast clouds,3.94,✅ Safe,2025-08-23 20:17:55
Comps,France,45.0667,-0.6,30.79,Few clouds,2.78,✅ Safe,2025-08-23 20:17:57
Concarneau,France,47.8833,-3.9167,22.12,Overcast clouds,3.75,✅ Safe,2025-08-23 20:17:59
Corcelles-en-Beaujolais,France,46.15,4.7167,25.23,Overcast clouds,5.18,⚠ Moderate,2025-08-23 20:18:01
Corcelles-les-Arts,France,46.95,4.8,23.99,Overcast clouds,4.18,✅ Safe,2025-08-23 20:18:03
Corconne,France,43.8667,3.9333,30.68,Clear sky,2.06,✅ Safe,2025-08-23 20:18:05
Cordemais,France,47.2833,-1.8833,26.38,Overcast clouds,1.55,✅ Safe,2025-08-23 20:18:06
Cormeilles,France,49.25,0.3833,22.45,Scattered clouds,5.04,⚠ Moderate,2025-08-23 20:18:08
Cormeray,France,47.4833,1.4,24.76,Few clouds,3.89,✅ Safe,2025-08-23 20:18:09
Cormicy,France,49.3667,3.9,20.51,Overcast clouds,4.96,✅ Safe,2025-08-23 20:18:11
Coustellet,France,43.8833,5.1833,28.7,Clear sky,8.09,⚠ Moderate,2025-08-23 20:18:13
Cravant,France,47.6833,3.6833,23.95,Overcast clouds,4.8,✅ Safe,2025-08-23 20:18:15
Creac'h-Point,France,47.944546,-4.299866,21.96,Overcast clouds,3.25,✅ Safe,2025-08-23 20:18:17
Creancey,France,47.25,4.6,21.25,Overcast clouds,3.62,✅ Safe,2025-08-23 20:18:19
Creches-sur-Saone,France,46.25,4.7833,24.7,Overcast clouds,4.93,✅ Safe,2025-08-23 20:18:21
Creil,France,49.25,2.4833,23.09,Overcast clouds,5.37,⚠ Moderate,2025-08-23 20:18:23
Crestet,France,44.2167,5.1,27.49,Clear sky,6.53,⚠ Moderate,2025-08-23 20:18:24
Crezancy-en-Sancerre,France,47.3,2.75,23.51,Broken clouds,3.9,✅ Safe,2025-08-23 20:18:26
Crissay-sur-Manse,France,47.15,0.4833,25.31,Broken clouds,2.73,✅ Safe,2025-08-23 20:18:28
Crouttes-sur-Marne,France,48.9833,3.2333,22.05,Overcast clouds,4.54,✅ Safe,2025-08-23 20:18:30
Cruscades,France,43.1833,2.8167,32.06,Clear sky,5.38,⚠ Moderate,2025-08-23 20:18:31
Cruzy,France,43.35,2.95,31.79,Clear sky,3.58,✅ Safe,2025-08-23 20:18:33
Cubry-les-Soing,France,47.5833,5.9167,22.41,Overcast clouds,2.8,✅ Safe,2025-08-23 20:18:35
Cubzac-les-Ponts,France,44.9667,-0.45,30.89,Few clouds,2.45,✅ Safe,2025-08-23 20:18:37
Cuffies,France,49.4,3.3167,21.64,Overcast clouds,4.68,✅ Safe,2025-08-23 20:18:39
Cuxac-d'Aude,France,43.25,3.0,32.47,Clear sky,3.34,✅ Safe,2025-08-23 20:18:41
Dallon,France,49.8167,3.2333,20.6,Overcast clouds,4.32,✅ Safe,2025-08-23 20:18:42
Deauville,France,49.3667,0.0667,19.57,Few clouds,5.09,⚠ Moderate,2025-08-23 20:18:44
Demangevelle,France,47.9333,6.0333,21.44,Overcast clouds,2.93,✅ Safe,2025-08-23 20:18:46
Demigny,France,46.9333,4.8333,24.03,Overcast clouds,4.3,✅ Safe,2025-08-23 20:18:48
Denain,France,50.3167,3.4,20.43,Overcast clouds,4.34,✅ Safe,2025-08-23 20:18:49
Denee,France,47.3833,-0.6,26.36,Overcast clouds,2.84,✅ Safe,2025-08-23 20:18:51
Denice,France,46.0,4.65,24.68,Overcast clouds,4.88,✅ Safe,2025-08-23 20:18:53
Deyme,France,43.4833,1.5333,30.3,Clear sky,2.62,✅ Safe,2025-08-23 20:18:55
Dieppe,France,49.9167,1.0833,21.61,Scattered clouds,3.91,✅ Safe,2025-08-23 20:18:57
Dieue-Sur-Meuse,France,49.0667,5.4167,18.84,Overcast clouds,4.31,✅ Safe,2025-08-23 20:19:00
Dieulouard,France,48.85,6.0667,18.95,Overcast clouds,3.48,✅ Safe,2025-08-23 20:19:02
Dijon,France,47.3167,5.05,22.84,Overcast clouds,4.04,✅ Safe,2025-08-23 20:19:04
Dions,France,43.8333,4.3167,30.05,Clear sky,5.03,⚠ Moderate,2025-08-23 20:19:06
Dom-le-Mesnil,France,49.6833,4.8,18.58,Overcast clouds,3.15,✅ Safe,2025-08-23 20:19:07
Dormans,France,49.0667,3.6333,21.93,Overcast clouds,5.13,⚠ Moderate,2025-08-23 20:19:09
Douarnenez,France,48.1,-4.3333,21.74,Overcast clouds,4.21,✅ Safe,2025-08-23 20:19:11
Dunkerque,France,51.0333,2.3833,20.49,Overcast clouds,4.94,✅ Safe,2025-08-23 20:19:13
Ecuelles,France,48.35,2.8167,23.79,Scattered clouds,3.64,✅ Safe,2025-08-23 20:19:15
Ecutigny,France,47.0833,4.6167,22.31,Overcast clouds,2.95,✅ Safe,2025-08-23 20:19:16
Epagne-Epagnette,France,50.0667,1.8667,21.58,Overcast clouds,3.01,✅ Safe,2025-08-23 20:19:18
Epervans,France,46.75,4.9,24.46,Overcast clouds,5.02,⚠ Moderate,2025-08-23 20:19:20
Epineuil,France,47.8667,3.9833,23.2,Broken clouds,4.25,✅ Safe,2025-08-23 20:19:22
Ercheu,France,49.7167,2.95,21.23,Overcast clouds,4.4,✅ Safe,2025-08-23 20:19:24
Erome,France,45.1167,4.8167,25.54,Scattered clouds,7.61,⚠ Moderate,2025-08-23 20:19:26
Esbly,France,48.9,2.8167,23.45,Overcast clouds,3.77,✅ Safe,2025-08-23 20:19:28
Escautpont,France,50.4167,3.5667,20.54,Overcast clouds,5.17,⚠ Moderate,2025-08-23 20:19:30
Essomes-sur-Marne,France,49.0167,3.3667,21.64,Overcast clouds,4.94,✅ Safe,2025-08-23 20:19:31
Estaires,France,50.6333,2.7167,20.83,Overcast clouds,5.33,⚠ Moderate,2025-08-23 20:19:33
