Port,Country,Latitude,Longitude,Temperature (°C),Weather,Wind (m/s),Safety Status,Updated_At
Shimizu,Japan,35.0989605,138.9027677,26.49,Overcast clouds,3.08,✅ Safe,2025-08-23 16:44:46
Sensyu,Japan,34.433,135.25,30.0,Overcast clouds,3.18,✅ Safe,2025-08-23 16:44:47
Shimada,Japan,34.833,138.183,27.03,Overcast clouds,2.25,✅ Safe,2025-08-23 16:44:49
Satsumasendai,Japan,31.8,130.3,27.82,Scattered clouds,1.54,✅ Safe,2025-08-23 16:44:50
Susaki,Japan,33.400745,133.282953,27.18,Overcast clouds,1.12,✅ Safe,2025-08-23 16:44:51
Takamatsu,Japan,34.342542,134.0465405,29.39,Overcast clouds,2.38,✅ Safe,2025-08-23 16:44:53
Tamano,Japan,34.4919434,133.945987,28.85,Overcast clouds,3.81,✅ Safe,2025-08-23 16:44:54
Toyohashi,Japan,34.7688528,137.3916837,28.92,Overcast clouds,2.01,✅ Safe,2025-08-23 16:44:56
Tokushima,Japan,34.08666,134.552549,29.44,Overcast clouds,0.96,✅ Safe,2025-08-23 16:44:57
Tokuyama,Japan,34.0756731,131.8252971,27.35,Overcast clouds,2.17,✅ Safe,2025-08-23 16:44:59
Tomakomai,Japan,42.6312464,141.6031222,20.95,Few clouds,5.51,⚠ Moderate,2025-08-23 16:45:00
"Tomioka, Tokushima",Japan,33.9199704,134.6595018,29.43,Overcast clouds,2.47,✅ Safe,2025-08-23 16:45:01
Toyamashinko,Japan,36.7666,137.1166,26.97,Broken clouds,1.94,✅ Safe,2025-08-23 16:45:03
Toyama,Japan,36.6958223,137.2137211,27.16,Broken clouds,1.04,✅ Safe,2025-08-23 16:45:04
Tsuruga,Japan,35.6459465,136.0556972,29.6,Overcast clouds,0.78,✅ Safe,2025-08-23 16:45:05
Tosashimizu,Japan,32.7816335,132.9549889,28.18,Broken clouds,3.06,✅ Safe,2025-08-23 16:45:07
Tokuyamakudamatsu,Japan,34.0,131.767,27.81,Overcast clouds,3.26,✅ Safe,2025-08-23 16:45:08
Tsuyoshi,Japan,33.2181131,129.427781,28.87,Scattered clouds,3.74,✅ Safe,2025-08-23 16:45:10
Ube,Japan,33.9515554,131.2468161,29.25,Overcast clouds,2.77,✅ Safe,2025-08-23 16:45:11
Ushibuka,Japan,32.199155,130.0203404,27.97,Scattered clouds,1.68,✅ Safe,2025-08-23 16:45:12
Usa/Tosa,Japan,33.4510447,133.4417973,28.41,Overcast clouds,0.92,✅ Safe,2025-08-23 16:45:14
Wakayama,Japan,34.2303678,135.1707405,30.02,Overcast clouds,2.18,✅ Safe,2025-08-23 16:45:15
Yatsushiro,Japan,32.5083376,130.6018162,28.38,Broken clouds,2.13,✅ Safe,2025-08-23 16:45:16
Yokkaichi,Japan,34.9651064,136.6244121,30.05,Overcast clouds,2.32,✅ Safe,2025-08-23 16:45:18
Yamaguchi,Japan,34.1859563,131.4706493,27.99,Overcast clouds,1.16,✅ Safe,2025-08-23 16:45:19
Yoichigaura,Japan,32.3670966,130.3500788,28.85,Scattered clouds,2.52,✅ Safe,2025-08-23 16:45:20
