Port,Country,Latitude,Longitude,Temperature (°C),Weather,Wind (m/s),Safety Status,Updated_At
Flemalle,Belgium,50.6,5.467,17.51,Broken clouds,1.33,✅ Safe,2025-08-23 18:39:10
Fontaine-Valmont,Belgium,50.317,4.2,18.19,Overcast clouds,2.93,✅ Safe,2025-08-23 18:39:11
Flawinne,Belgium,50.467,4.8,17.32,Overcast clouds,1.07,✅ Safe,2025-08-23 18:39:13
Grobbendonk,Belgium,51.2,4.717,19.11,Overcast clouds,3.52,✅ Safe,2025-08-23 18:39:15
Gentbrugge,Belgium,51.05,3.75,19.68,Scattered clouds,4.91,✅ Safe,2025-08-23 18:39:16
Godsheide,Belgium,50.933,5.383,18.63,Overcast clouds,2.66,✅ Safe,2025-08-23 18:39:18
Godinne,Belgium,50.35,4.867,17.33,Overcast clouds,1.63,✅ Safe,2025-08-23 18:39:20
Grembergen,Belgium,51.05,4.1,19.38,Broken clouds,4.94,✅ Safe,2025-08-23 18:39:22
Saint-Ghislain,Belgium,50.45,3.817,19.23,Overcast clouds,2.97,✅ Safe,2025-08-23 18:39:23
Ghlin,Belgium,50.467,3.883,19.02,Overcast clouds,3.06,✅ Safe,2025-08-23 18:39:25
Gellik,Belgium,50.883,5.6,17.99,Broken clouds,1.61,✅ Safe,2025-08-23 18:39:27
Genk,Belgium,50.967,5.5,18.39,Overcast clouds,2.4,✅ Safe,2025-08-23 18:39:29
Gosselies,Belgium,50.467,4.417,17.76,Overcast clouds,2.39,✅ Safe,2025-08-23 18:39:30
Grimbergen,Belgium,50.93333,4.38333,18.99,Broken clouds,3.98,✅ Safe,2025-08-23 18:39:31
Groot Bijgaarden,Belgium,50.867,4.267,18.85,Overcast clouds,4.25,✅ Safe,2025-08-23 18:39:33
Hamsehoeven,Belgium,51.117,5.183,18.84,Broken clouds,4.09,✅ Safe,2025-08-23 18:39:35
Hansbeke,Belgium,51.067,3.533,20.03,Scattered clouds,6.22,⚠ Moderate,2025-08-23 18:39:37
Hoboken,Belgium,51.167,4.35,19.27,Overcast clouds,3.53,✅ Safe,2025-08-23 18:39:39
Harchies,Belgium,50.483,3.683,19.36,Overcast clouds,3.05,✅ Safe,2025-08-23 18:39:40
Heindonk,Belgium,51.067,4.4,19.26,Broken clouds,3.39,✅ Safe,2025-08-23 18:39:42
Harelbeke,Belgium,50.85,3.3,20.18,Overcast clouds,5.42,⚠ Moderate,2025-08-23 18:39:43
