Port,Country,Latitude,Longitude,Temperature (°C),Weather,Wind (m/s),Safety Status,Updated_At
Sanshui,China,23.1667,112.8667,30.73,Moderate rain,2.39,✅ Safe,2025-08-23 16:23:22
Sanya Pt,China,33.7833,120.25,27.69,Clear sky,2.58,✅ Safe,2025-08-23 16:23:23
Sanzao,China,22.05,113.35,30.23,Clear sky,9.64,⚠ Moderate,2025-08-23 16:23:25
Shacheng,China,26.65,119.5167,26.74,Clear sky,1.11,✅ Safe,2025-08-23 16:23:26
Shadi,China,21.6,112.7833,28.45,Moderate rain,10.21,⚡ Dangerous,2025-08-23 16:23:28
Shanghai,China,31.2333,121.4833,32.76,Scattered clouds,2.99,✅ Safe,2025-08-23 16:23:29
Shanghai,China,31.2333,121.4833,32.76,Scattered clouds,2.99,✅ Safe,2025-08-23 16:23:31
Shangyu,China,30.0,120.8667,32.27,Scattered clouds,0.33,✅ Safe,2025-08-23 16:23:32
Shanshan,China,42.8667,90.1667,35.38,Clear sky,2.72,✅ Safe,2025-08-23 16:23:34
Shantou Pt,China,23.4167,116.7667,29.45,Light rain,3.83,✅ Safe,2025-08-23 16:23:35
Shanwai,China,28.05,121.2,28.09,Few clouds,4.41,✅ Safe,2025-08-23 16:23:36
Shanwei Pt,China,22.7833,115.35,29.98,Scattered clouds,7.61,⚠ Moderate,2025-08-23 16:23:38
Shaoguan New Pt,China,24.8,113.6167,28.24,Broken clouds,1.56,✅ Safe,2025-08-23 16:23:40
Shapa,China,21.5,111.4833,27.9,Scattered clouds,5.58,⚠ Moderate,2025-08-23 16:23:41
Shatian,China,23.9833,113.9,27.97,Broken clouds,1.85,✅ Safe,2025-08-23 16:23:43
Shating,China,23.05,113.4333,31.13,Broken clouds,4.85,✅ Safe,2025-08-23 16:23:45
Shekou Pt,China,22.4833,113.9167,30.71,Clear sky,6.84,⚠ Moderate,2025-08-23 16:23:46
Shenhu,China,24.6167,118.6667,29.47,Few clouds,3.06,✅ Safe,2025-08-23 16:23:48
Shenzhen,China,22.55,114.1167,30.56,Few clouds,5.08,⚠ Moderate,2025-08-23 16:23:49
Sheyang,China,33.7667,120.25,27.75,Clear sky,2.53,✅ Safe,2025-08-23 16:23:51
Shidao Pt,China,36.8667,122.4333,26.6,Clear sky,4.24,✅ Safe,2025-08-23 16:23:52
Shijing,China,24.6167,118.4333,29.01,Clear sky,3.01,✅ Safe,2025-08-23 16:23:54
Shijiu Pt,China,36.3667,119.55,28.8,Few clouds,4.03,✅ Safe,2025-08-23 16:23:55
Shilou,China,23.0167,113.5,31.1,Broken clouds,5.69,⚠ Moderate,2025-08-23 16:23:57
Shipai,China,30.3167,116.65,28.09,Scattered clouds,2.82,✅ Safe,2025-08-23 16:23:58
Shipu,China,29.4833,121.85,29.81,Clear sky,5.83,⚠ Moderate,2025-08-23 16:24:00
Shiqiao,China,22.95,113.3667,31.12,Broken clouds,5.33,⚠ Moderate,2025-08-23 16:24:01
Shishi,China,24.7333,118.6333,29.46,Few clouds,2.37,✅ Safe,2025-08-23 16:24:03
Shitoubu Pt,China,21.5833,109.55,30.22,Clear sky,1.4,✅ Safe,2025-08-23 16:24:05
Shiwan,China,23.0,113.0833,31.92,Light rain,3.92,✅ Safe,2025-08-23 16:24:06
Shuidong Pt,China,21.5167,111.0,27.73,Clear sky,3.5,✅ Safe,2025-08-23 16:24:08
Shuikou,China,22.2333,110.9333,29.29,Moderate rain,0.14,✅ Safe,2025-08-23 16:24:09
Shunde Pt,China,22.8333,113.25,31.33,Broken clouds,5.6,⚠ Moderate,2025-08-23 16:24:11
Shuolong,China,22.8,106.8,26.76,Overcast clouds,1.62,✅ Safe,2025-08-23 16:24:13
Sikuaishi,China,39.2833,122.5667,24.55,Overcast clouds,1.91,✅ Safe,2025-08-23 16:24:14
Simao,China,22.8,100.9667,17.85,Overcast clouds,0.94,✅ Safe,2025-08-23 16:24:16
Songjiang,China,31.0167,121.2333,31.89,Clear sky,3.26,✅ Safe,2025-08-23 16:24:17
